primary_label,common_name,scientific_name,latitude,longitude,date,season,url,filename
reevir1,Red-eyed Vireo,Vireo olivaceus,44.4525,-70.0139,2017-06-12,Summer,https://www.xeno-canto.org/381633,XC381633.ogg
grnjay,Green Jay,Cyanocorax yncas,6.9862,-75.1251,2017-01-22,Winter,https://www.xeno-canto.org/365238,XC365238.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,42.0317,-79.4345,2019-05-27,Spring,https://www.xeno-canto.org/477350,XC477350.ogg
gnwtea,Green-winged Teal,Anas crecca,32.1055,130.2736,2015-01-26,Winter,https://www.xeno-canto.org/294834,XC294834.ogg
grasal1,Grayish Saltator,Saltator coerulescens,15.5261,-88.0261,2015-01-02,Winter,https://www.xeno-canto.org/209062,XC209062.ogg
grnjay,Green Jay,Cyanocorax yncas,-0.5864,-77.8778,2015-02-26,Winter,https://www.xeno-canto.org/225267,XC225267.ogg
gnwtea,Green-winged Teal,Anas crecca,58.6201,23.072,2020-10-11,Fall,https://www.xeno-canto.org/597469,XC597469.ogg
heptan,Hepatic Tanager,Piranga flava,-22.193127,-63.94455,2005-03-10,Spring,https://www.xeno-canto.org/52105,XC52105.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,56.327,-120.9521,2018-06-16,Summer,https://www.xeno-canto.org/421874,XC421874.ogg
gnwtea,Green-winged Teal,Anas crecca,46.0884,43.3713,2017-04-13,Spring,https://www.xeno-canto.org/365480,XC365480.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-15.6361,-56.0668,2017-04-04,Spring,https://www.xeno-canto.org/393273,XC393273.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,29.8168,-99.5767,2013-06-28,Summer,https://www.xeno-canto.org/141538,XC141538.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-4.2487,-78.6598,2007-04-03,Spring,https://www.xeno-canto.org/251469,XC251469.ogg
grasal1,Grayish Saltator,Saltator coerulescens,4.9097,-74.738,2018-03-27,Spring,https://www.xeno-canto.org/416030,XC416030.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,53.5426,-113.4921,2014-05-31,Spring,https://www.xeno-canto.org/180330,XC180330.ogg
gnwtea,Green-winged Teal,Anas crecca,64.3966,21.0201,2020-04-27,Spring,https://www.xeno-canto.org/551685,XC551685.ogg
gnwtea,Green-winged Teal,Anas crecca,63.501,19.4221,2020-05-06,Spring,https://www.xeno-canto.org/558181,XC558181.ogg
gnwtea,Green-winged Teal,Anas crecca,41.6862,0.945,2020-01-18,Winter,https://www.xeno-canto.org/521612,XC521612.ogg
grasal1,Grayish Saltator,Saltator coerulescens,10.0336,-69.2386,2017-11-30,Fall,https://www.xeno-canto.org/445512,XC445512.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-16.5728,-49.3122,2020-10-17,Fall,https://www.xeno-canto.org/599531,XC599531.ogg
gnwtea,Green-winged Teal,Anas crecca,52.3857,-1.7909,2020-03-22,Spring,https://www.xeno-canto.org/537709,XC537709.ogg
grnjay,Green Jay,Cyanocorax yncas,6.246,-75.7774,2017-06-28,Summer,https://www.xeno-canto.org/437280,XC437280.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,35.5132,-97.6694,2020-06-06,Summer,https://www.xeno-canto.org/565792,XC565792.ogg
grasal1,Grayish Saltator,Saltator coerulescens,21.4616,-105.1549,2019-04-28,Spring,https://www.xeno-canto.org/500327,XC500327.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-16.5728,-49.3122,2017-08-25,Summer,https://www.xeno-canto.org/419337,XC419337.ogg
gnwtea,Green-winged Teal,Anas crecca,52.2051,19.7828,2014-04-13,Spring,https://www.xeno-canto.org/190745,XC190745.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,40.043,-76.345,2013-05-18,Spring,https://www.xeno-canto.org/134099,XC134099.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,31.1508,-97.6187,2010-05-15,Spring,https://www.xeno-canto.org/213566,XC213566.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,43.048,-75.9874,2020-05-21,Spring,https://www.xeno-canto.org/562418,XC562418.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,46.2122,-84.9702,2013-06-26,Summer,https://www.xeno-canto.org/144025,XC144025.ogg
grasal1,Grayish Saltator,Saltator coerulescens,4.351,-74.652,2020-06-10,Summer,https://www.xeno-canto.org/567309,XC567309.ogg
gnwtea,Green-winged Teal,Anas crecca,51.8605,-8.1752,2020-12-29,Winter,https://www.xeno-canto.org/616509,XC616509.ogg
grnjay,Green Jay,Cyanocorax yncas,4.771,-75.6226,2018-11-14,Fall,https://www.xeno-canto.org/442569,XC442569.ogg
grnjay,Green Jay,Cyanocorax yncas,-4.8539,-79.1707,2016-02-16,Winter,https://www.xeno-canto.org/314409,XC314409.ogg
gnwtea,Green-winged Teal,Anas crecca,46.9291,7.4696,2017-02-17,Winter,https://www.xeno-canto.org/356387,XC356387.ogg
gnwtea,Green-winged Teal,Anas crecca,41.681,0.9549,2020-01-04,Winter,https://www.xeno-canto.org/517836,XC517836.ogg
gnwtea,Green-winged Teal,Anas crecca,47.3388,7.8398,2019-03-21,Spring,https://www.xeno-canto.org/462735,XC462735.ogg
gnwtea,Green-winged Teal,Anas crecca,52.0902,21.12,2012-12-02,Winter,https://www.xeno-canto.org/113967,XC113967.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-34.234167,-58.886111,2001-11-21,Fall,https://www.xeno-canto.org/51875,XC51875.ogg
grnjay,Green Jay,Cyanocorax yncas,6.8871,-75.7127,2016-04-20,Spring,https://www.xeno-canto.org/388978,XC388978.ogg
heptan,Hepatic Tanager,Piranga flava,-32.3957,-65.9189,1998-07-11,Summer,https://www.xeno-canto.org/437816,XC437816.ogg
gnwtea,Green-winged Teal,Anas crecca,54.949,-1.48,2020-12-06,Winter,https://www.xeno-canto.org/607185,XC607185.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-4.9545,-78.9792,2006-12-05,Winter,https://www.xeno-canto.org/10700,XC10700.ogg
gnwtea,Green-winged Teal,Anas crecca,46.0884,43.3713,2017-04-14,Spring,https://www.xeno-canto.org/365527,XC365527.ogg
grasal1,Grayish Saltator,Saltator coerulescens,4.3307,-74.3726,2018-09-27,Fall,https://www.xeno-canto.org/562304,XC562304.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-16.7626,-56.8528,1993-11-18,Fall,https://www.xeno-canto.org/9612,XC9612.ogg
gnwtea,Green-winged Teal,Anas crecca,46.4496,17.6587,2017-03-11,Spring,https://www.xeno-canto.org/358597,XC358597.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.4541,-70.0168,2020-07-24,Summer,https://www.xeno-canto.org/604973,XC604973.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,0.4986111,-72.6194444,2000-01-11,Winter,https://www.xeno-canto.org/521131,XC521131.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-16.3811,-56.3503,2014-03-28,Spring,https://www.xeno-canto.org/171686,XC171686.ogg
gnwtea,Green-winged Teal,Anas crecca,52.0172,-0.34,2020-03-24,Spring,https://www.xeno-canto.org/538072,XC538072.ogg
gnwtea,Green-winged Teal,Anas crecca,60.5145,27.2754,2020-07-04,Summer,https://www.xeno-canto.org/573934,XC573934.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,56.7264,-111.3803,2013-06-08,Summer,https://www.xeno-canto.org/147050,XC147050.ogg
grnjay,Green Jay,Cyanocorax yncas,5.193,-75.956,2013-07-18,Summer,https://www.xeno-canto.org/146465,XC146465.ogg
grnjay,Green Jay,Cyanocorax yncas,-6.6985,-77.7988,2014-05-17,Spring,https://www.xeno-canto.org/180546,XC180546.ogg
grnjay,Green Jay,Cyanocorax yncas,-4.1139,-78.9637,2001-09-26,Fall,https://www.xeno-canto.org/11285,XC11285.ogg
gnwtea,Green-winged Teal,Anas crecca,52.5495,-0.7436,2020-12-30,Winter,https://www.xeno-canto.org/611628,XC611628.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,33.0496,-117.2915,2017-07-02,Summer,https://www.xeno-canto.org/378301,XC378301.ogg
grasal1,Grayish Saltator,Saltator coerulescens,4.3307,-74.3726,2018-09-23,Fall,https://www.xeno-canto.org/562303,XC562303.ogg
grnjay,Green Jay,Cyanocorax yncas,5.112,-76.0029,2013-08-14,Summer,https://www.xeno-canto.org/146466,XC146466.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-16.5728,-49.3122,2020-10-22,Fall,https://www.xeno-canto.org/599532,XC599532.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,42.4303,-87.8099,2018-06-05,Summer,https://www.xeno-canto.org/418831,XC418831.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-23.758,-64.851,2000-02-08,Winter,https://www.xeno-canto.org/32399,XC32399.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.707,-93.329,2011-05-28,Spring,https://www.xeno-canto.org/78885,XC78885.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-32.8606,-60.6486,2017-10-16,Fall,https://www.xeno-canto.org/390834,XC390834.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-16.5167,-56.7167,2003-12-04,Winter,https://www.xeno-canto.org/84663,XC84663.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-0.9415,-77.8989,2011-12-11,Winter,https://www.xeno-canto.org/156270,XC156270.ogg
gnwtea,Green-winged Teal,Anas crecca,63.1635,75.4388,2018-05-28,Spring,https://www.xeno-canto.org/432029,XC432029.ogg
gnwtea,Green-winged Teal,Anas crecca,64.191,21.113,2020-09-30,Fall,https://www.xeno-canto.org/591881,XC591881.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,45.5432,-73.3179,2019-06-16,Summer,https://www.xeno-canto.org/526706,XC526706.ogg
gnwtea,Green-winged Teal,Anas crecca,44.4449,66.2821,2014-05-02,Spring,https://www.xeno-canto.org/183212,XC183212.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,53.5109,-113.4655,2019-06-02,Summer,https://www.xeno-canto.org/478436,XC478436.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-11.1258,-69.5696,2005-11-20,Fall,https://www.xeno-canto.org/146535,XC146535.ogg
grasal1,Grayish Saltator,Saltator coerulescens,20.859,-105.452,2017-06-17,Summer,https://www.xeno-canto.org/376241,XC376241.ogg
grasal1,Grayish Saltator,Saltator coerulescens,13.7333,-89.2167,2012-10-20,Fall,https://www.xeno-canto.org/197701,XC197701.ogg
gnwtea,Green-winged Teal,Anas crecca,46.0884,43.3713,2017-04-14,Spring,https://www.xeno-canto.org/365499,XC365499.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,46.8399,-90.6588,2013-06-22,Summer,https://www.xeno-canto.org/139569,XC139569.ogg
gnwtea,Green-winged Teal,Anas crecca,46.7567,1.1693,2021-01-16,Winter,https://www.xeno-canto.org/615275,XC615275.ogg
grasal1,Grayish Saltator,Saltator coerulescens,10.36,-75.5697222,1996-01-08,Winter,https://www.xeno-canto.org/525016,XC525016.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-30.2561,-57.5979,2013-12-04,Winter,https://www.xeno-canto.org/156959,XC156959.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.5732,-69.9181,2015-06-13,Summer,https://www.xeno-canto.org/252956,XC252956.ogg
grnjay,Green Jay,Cyanocorax yncas,-4.254,-78.669,2010-08-07,Summer,https://www.xeno-canto.org/250743,XC250743.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-19.5501,-62.5623,1995-02-19,Winter,https://www.xeno-canto.org/2619,XC2619.ogg
grnjay,Green Jay,Cyanocorax yncas,6.246,-75.7774,2017-06-28,Summer,https://www.xeno-canto.org/437288,XC437288.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-20.2209,-56.5751,2013-10-10,Fall,https://www.xeno-canto.org/214288,XC214288.ogg
gnwtea,Green-winged Teal,Anas crecca,50.9865,1.9695,2020-10-03,Fall,https://www.xeno-canto.org/594238,XC594238.ogg
gnwtea,Green-winged Teal,Anas crecca,53.3723,-6.1492,2020-12-30,Winter,https://www.xeno-canto.org/611633,XC611633.ogg
grasal1,Grayish Saltator,Saltator coerulescens,9.3578,-82.254,2013-12-06,Winter,https://www.xeno-canto.org/157357,XC157357.ogg
gnwtea,Green-winged Teal,Anas crecca,46.3407,6.3687,2013-02-18,Winter,https://www.xeno-canto.org/128954,XC128954.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-27.4156,-55.9545,2017-07-09,Summer,https://www.xeno-canto.org/379152,XC379152.ogg
grnjay,Green Jay,Cyanocorax yncas,-4.517,-79.15,2004-02-06,Winter,https://www.xeno-canto.org/250744,XC250744.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,32.4954,-93.706,2013-04-13,Spring,https://www.xeno-canto.org/254292,XC254292.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-4.7786,-79.1184,2019-07-05,Summer,https://www.xeno-canto.org/493862,XC493862.ogg
grnjay,Green Jay,Cyanocorax yncas,-3.749,-78.8706,2014-06-26,Summer,https://www.xeno-canto.org/190235,XC190235.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.835,-93.0033,2020-06-01,Summer,https://www.xeno-canto.org/564239,XC564239.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,40.125,-75.0701,2015-05-16,Spring,https://www.xeno-canto.org/247830,XC247830.ogg
grnjay,Green Jay,Cyanocorax yncas,-4.936,-79.105,2004-02-11,Winter,https://www.xeno-canto.org/250746,XC250746.ogg
gnwtea,Green-winged Teal,Anas crecca,52.1199,6.7707,2017-06-05,Summer,https://www.xeno-canto.org/374889,XC374889.ogg
gnwtea,Green-winged Teal,Anas crecca,53.5906,14.556,2019-03-01,Spring,https://www.xeno-canto.org/461611,XC461611.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.8713,-71.0552,2020-07-13,Summer,https://www.xeno-canto.org/579416,XC579416.ogg
grasal1,Grayish Saltator,Saltator coerulescens,15.9859,-96.5245,2007-05-26,Spring,https://www.xeno-canto.org/617454,XC617454.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-10.7357,-49.8248,2016-11-14,Fall,https://www.xeno-canto.org/347234,XC347234.ogg
grnjay,Green Jay,Cyanocorax yncas,6.9862,-75.1251,2017-01-23,Winter,https://www.xeno-canto.org/365678,XC365678.ogg
grasal1,Grayish Saltator,Saltator coerulescens,5.9001,-55.2301,2011-03-11,Spring,https://www.xeno-canto.org/74984,XC74984.ogg
grasal1,Grayish Saltator,Saltator coerulescens,4.9227,-75.0574,2013-05-06,Spring,https://www.xeno-canto.org/158018,XC158018.ogg
heptan,Hepatic Tanager,Piranga flava,-22.193127,-63.94455,2005-11-22,Fall,https://www.xeno-canto.org/52104,XC52104.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-16.8667,-66.7833,2000-02-23,Winter,https://www.xeno-canto.org/471425,XC471425.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,45.0394,-74.4613,2019-06-08,Summer,https://www.xeno-canto.org/550358,XC550358.ogg
gnwtea,Green-winged Teal,Anas crecca,53.9299,-2.9833,2016-10-06,Fall,https://www.xeno-canto.org/508383,XC508383.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.228,-68.312,2013-07-16,Summer,https://www.xeno-canto.org/144678,XC144678.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,39.0678,-92.9444,2017-05-13,Spring,https://www.xeno-canto.org/369875,XC369875.ogg
grasal1,Grayish Saltator,Saltator coerulescens,8.8667,-75.7859,2016-05-08,Spring,https://www.xeno-canto.org/317798,XC317798.ogg
gnwtea,Green-winged Teal,Anas crecca,60.2136,25.1593,2020-04-15,Spring,https://www.xeno-canto.org/546087,XC546087.ogg
grnjay,Green Jay,Cyanocorax yncas,7.4802778,-72.8319444,2002-04-01,Spring,https://www.xeno-canto.org/533156,XC533156.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,30.6306,-87.9183,2020-04-18,Spring,https://www.xeno-canto.org/547298,XC547298.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-1.7874,-77.8326,2013-10-31,Fall,https://www.xeno-canto.org/298873,XC298873.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,29.6142,-83.3598,2020-05-15,Spring,https://www.xeno-canto.org/562375,XC562375.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,32.1436,-85.0502,2016-04-30,Spring,https://www.xeno-canto.org/314882,XC314882.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.7404,-84.6632,2019-06-23,Summer,https://www.xeno-canto.org/483296,XC483296.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-9.595,-70.179,2008-02-23,Winter,https://www.xeno-canto.org/490277,XC490277.ogg
gnwtea,Green-winged Teal,Anas crecca,59.874,-1.2773,2020-11-25,Fall,https://www.xeno-canto.org/605173,XC605173.ogg
gnwtea,Green-winged Teal,Anas crecca,51.6825,4.3454,2020-04-11,Spring,https://www.xeno-canto.org/544632,XC544632.ogg
gnwtea,Green-winged Teal,Anas crecca,48.7538,1.9628,2020-12-07,Winter,https://www.xeno-canto.org/608189,XC608189.ogg
grasal1,Grayish Saltator,Saltator coerulescens,23.4326,-106.3021,2019-04-18,Spring,https://www.xeno-canto.org/500276,XC500276.ogg
heptan,Hepatic Tanager,Piranga flava,-31.0679,-57.0651,2018-06-30,Summer,https://www.xeno-canto.org/424205,XC424205.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,52.7601,-119.1593,2015-06-08,Summer,https://www.xeno-canto.org/302417,XC302417.ogg
grasal1,Grayish Saltator,Saltator coerulescens,10.9818,-84.3358,2014-07-31,Summer,https://www.xeno-canto.org/189826,XC189826.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,39.9389,-105.2582,2014-06-13,Summer,https://www.xeno-canto.org/205989,XC205989.ogg
grasal1,Grayish Saltator,Saltator coerulescens,23.3955,-105.9319,2019-04-22,Spring,https://www.xeno-canto.org/500328,XC500328.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,40.6052,-74.2495,2020-05-16,Spring,https://www.xeno-canto.org/558922,XC558922.ogg
grasal1,Grayish Saltator,Saltator coerulescens,12.0351,-86.1887,2015-06-15,Summer,https://www.xeno-canto.org/252897,XC252897.ogg
gnwtea,Green-winged Teal,Anas crecca,51.4633,0.2847,2016-02-23,Winter,https://www.xeno-canto.org/323338,XC323338.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,32.4395,-93.6709,2013-08-16,Summer,https://www.xeno-canto.org/216094,XC216094.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-25.2527,-57.5733,2002-01-16,Winter,https://www.xeno-canto.org/453875,XC453875.ogg
grasal1,Grayish Saltator,Saltator coerulescens,15.5927,-92.8492,2015-03-29,Spring,https://www.xeno-canto.org/334884,XC334884.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-3.2251,-59.9317,2001-07-08,Summer,https://www.xeno-canto.org/214238,XC214238.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,38.3619,-77.3422,2015-05-16,Spring,https://www.xeno-canto.org/499553,XC499553.ogg
heptan,Hepatic Tanager,Piranga flava,-18.094,-64.614,2007-07-04,Summer,https://www.xeno-canto.org/155602,XC155602.ogg
gnwtea,Green-winged Teal,Anas crecca,52.5495,-0.7436,2019-02-01,Winter,https://www.xeno-canto.org/454579,XC454579.ogg
grnjay,Green Jay,Cyanocorax yncas,-3.7614,-78.5053,2012-11-09,Fall,https://www.xeno-canto.org/127515,XC127515.ogg
grnjay,Green Jay,Cyanocorax yncas,-4.517,-79.15,2004-02-08,Winter,https://www.xeno-canto.org/250745,XC250745.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-11.0192,-66.0987,1994-04-02,Spring,https://www.xeno-canto.org/2427,XC2427.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-3.0843,-59.995,2011-10-25,Fall,https://www.xeno-canto.org/119220,XC119220.ogg
gnwtea,Green-winged Teal,Anas crecca,63.162,75.4156,2018-06-03,Summer,https://www.xeno-canto.org/430946,XC430946.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-10.8954,-68.3632,2013-06-24,Summer,https://www.xeno-canto.org/328907,XC328907.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,14.936,-88.0252,2015-09-27,Fall,https://www.xeno-canto.org/283592,XC283592.ogg
grnjay,Green Jay,Cyanocorax yncas,6.7881,-75.4733,2016-04-14,Spring,https://www.xeno-canto.org/331635,XC331635.ogg
gnwtea,Green-winged Teal,Anas crecca,41.681,0.9549,2019-02-23,Winter,https://www.xeno-canto.org/461203,XC461203.ogg
gnwtea,Green-winged Teal,Anas crecca,52.2671,20.4603,2020-04-07,Spring,https://www.xeno-canto.org/593821,XC593821.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-8.8734,-69.2802,2013-10-11,Fall,https://www.xeno-canto.org/151901,XC151901.ogg
gnwtea,Green-winged Teal,Anas crecca,52.0612,5.371,2018-04-04,Spring,https://www.xeno-canto.org/431466,XC431466.ogg
gnwtea,Green-winged Teal,Anas crecca,41.681,0.9549,2019-02-01,Winter,https://www.xeno-canto.org/454599,XC454599.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,46.3137,-62.6045,2020-06-21,Summer,https://www.xeno-canto.org/605296,XC605296.ogg
gnwtea,Green-winged Teal,Anas crecca,63.8986,19.8494,2017-05-06,Spring,https://www.xeno-canto.org/368111,XC368111.ogg
grnjay,Green Jay,Cyanocorax yncas,7.4802778,-72.8319444,2002-03-03,Spring,https://www.xeno-canto.org/533158,XC533158.ogg
gnwtea,Green-winged Teal,Anas crecca,49.6054,8.2203,2020-03-08,Spring,https://www.xeno-canto.org/533236,XC533236.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,42.36142,-84.19079,2007-07-06,Summer,https://www.xeno-canto.org/17175,XC17175.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,43.559,-80.0147,2020-08-10,Summer,https://www.xeno-canto.org/583008,XC583008.ogg
grnjay,Green Jay,Cyanocorax yncas,4.5333333,-75.4669444,1998-06-08,Summer,https://www.xeno-canto.org/518264,XC518264.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,45.7833,-108.5007,2015-06-13,Summer,https://www.xeno-canto.org/252572,XC252572.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,45.0394,-74.4613,2014-05-19,Spring,https://www.xeno-canto.org/179588,XC179588.ogg
gnwtea,Green-winged Teal,Anas crecca,53.5911,14.5579,2019-03-01,Spring,https://www.xeno-canto.org/461887,XC461887.ogg
gnwtea,Green-winged Teal,Anas crecca,62.3197,25.9833,2010-04-24,Spring,https://www.xeno-canto.org/340594,XC340594.ogg
gnwtea,Green-winged Teal,Anas crecca,52.0612,5.371,2019-04-08,Spring,https://www.xeno-canto.org/465870,XC465870.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-0.991,-77.811,1990-11-08,Fall,https://www.xeno-canto.org/243054,XC243054.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-4.4511,-76.657,2013-06-05,Summer,https://www.xeno-canto.org/188095,XC188095.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-34.5597,-60.944,2020-08-25,Summer,https://www.xeno-canto.org/584986,XC584986.ogg
gnwtea,Green-winged Teal,Anas crecca,46.3725,0.8185,2021-01-17,Winter,https://www.xeno-canto.org/616009,XC616009.ogg
grasal1,Grayish Saltator,Saltator coerulescens,4.1688,-74.5311,2021-01-06,Winter,https://www.xeno-canto.org/618093,XC618093.ogg
grasal1,Grayish Saltator,Saltator coerulescens,9.4997,-75.3501,2017-02-17,Winter,https://www.xeno-canto.org/360395,XC360395.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-30.2037,-57.5145,2019-11-25,Fall,https://www.xeno-canto.org/510938,XC510938.ogg
grasal1,Grayish Saltator,Saltator coerulescens,10.1563,-84.5361,2019-08-02,Summer,https://www.xeno-canto.org/498298,XC498298.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,43.1256,-82.6098,2008-07-17,Summer,https://www.xeno-canto.org/31349,XC31349.ogg
grasal1,Grayish Saltator,Saltator coerulescens,4.351,-74.652,2020-06-10,Summer,https://www.xeno-canto.org/567310,XC567310.ogg
grnjay,Green Jay,Cyanocorax yncas,4.6861,-75.5472,2010-09-21,Fall,https://www.xeno-canto.org/127930,XC127930.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,-26.5723,-53.8018,2019-10-12,Fall,https://www.xeno-canto.org/551389,XC551389.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.835,-93.0033,2020-06-01,Summer,https://www.xeno-canto.org/564245,XC564245.ogg
gnwtea,Green-winged Teal,Anas crecca,61.8795,25.7146,2008-04-27,Spring,https://www.xeno-canto.org/340595,XC340595.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,41.3707,-75.2537,2018-08-05,Summer,https://www.xeno-canto.org/465817,XC465817.ogg
grasal1,Grayish Saltator,Saltator coerulescens,10.9103,-72.8942,2016-06-29,Summer,https://www.xeno-canto.org/390190,XC390190.ogg
heptan,Hepatic Tanager,Piranga flava,-21.8035,-60.2269,2014-09-20,Fall,https://www.xeno-canto.org/616311,XC616311.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-25.0719,-58.141,2018-04-18,Spring,https://www.xeno-canto.org/415201,XC415201.ogg
gnwtea,Green-winged Teal,Anas crecca,51.8605,-8.1752,2020-12-29,Winter,https://www.xeno-canto.org/614134,XC614134.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,43.3668,-80.1119,2019-07-13,Summer,https://www.xeno-canto.org/487048,XC487048.ogg
grnjay,Green Jay,Cyanocorax yncas,-10.197,-75.588,2010-08-24,Summer,https://www.xeno-canto.org/62255,XC62255.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-15.6317,-56.0597,2017-04-03,Spring,https://www.xeno-canto.org/393557,XC393557.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-15.6361,-56.0668,2017-04-04,Spring,https://www.xeno-canto.org/393206,XC393206.ogg
gnwtea,Green-winged Teal,Anas crecca,45.9507,5.1053,2018-12-23,Winter,https://www.xeno-canto.org/447479,XC447479.ogg
gnwtea,Green-winged Teal,Anas crecca,63.1838,75.391,2018-06-04,Summer,https://www.xeno-canto.org/431084,XC431084.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,37.817,-83.6814,2018-05-04,Spring,https://www.xeno-canto.org/416796,XC416796.ogg
gnwtea,Green-winged Teal,Anas crecca,60.2357,25.0058,2020-04-28,Spring,https://www.xeno-canto.org/551746,XC551746.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,42.0397,-79.4284,2015-05-28,Spring,https://www.xeno-canto.org/246974,XC246974.ogg
gnwtea,Green-winged Teal,Anas crecca,58.3749,26.6876,2020-04-05,Spring,https://www.xeno-canto.org/542298,XC542298.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-4.1001,-78.9646,2011-05-04,Spring,https://www.xeno-canto.org/120147,XC120147.ogg
grnjay,Green Jay,Cyanocorax yncas,4.4837,-75.4797,2013-03-22,Spring,https://www.xeno-canto.org/128044,XC128044.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-16.5728,-49.3122,2018-07-04,Summer,https://www.xeno-canto.org/428432,XC428432.ogg
gnwtea,Green-winged Teal,Anas crecca,35.4507,136.1967,2015-03-07,Spring,https://www.xeno-canto.org/216865,XC216865.ogg
grasal1,Grayish Saltator,Saltator coerulescens,13.7333,-89.2167,2013-03-31,Spring,https://www.xeno-canto.org/197700,XC197700.ogg
