primary_label,latitude,longitude,scientific_name,common_name,date,season
carwre,41.7353,-87.8913,Thryothorus ludovicianus,Carolina Wren,2020-06-03,Summer
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-06-11,Summer
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-06-13,Summer
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-06-17,Summer
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-06-17,Summer
carwre,31.9237,-81.0559,Thryothorus ludovicianus,Carolina Wren,2020-06-17,Summer
carwre,35.8589,-84.0948,Thryothorus ludovicianus,Carolina Wren,2010-06-29,Summer
carwre,35.8589,-84.0948,Thryothorus ludovicianus,Carolina Wren,2010-06-29,Summer
carwre,31.9237,-81.0559,Thryothorus ludovicianus,Carolina Wren,2020-06-14,Summer
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-06-21,Summer
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-06-23,Summer
carwre,42.1201,-79.301,Thryothorus ludovicianus,Carolina Wren,2020-06-24,Summer
carwre,31.9237,-81.0559,Thryothorus ludovicianus,Carolina Wren,2020-06-28,Summer
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-06-25,Summer
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-06-28,Summer
carwre,42.4203,-87.8078,Thryothorus ludovicianus,Carolina Wren,2019-05-04,Spring
carwre,42.0807,-79.238,Thryothorus ludovicianus,Carolina Wren,2020-07-04,Summer
carwre,35.8589,-84.0948,Thryothorus ludovicianus,Carolina Wren,2010-07-04,Summer
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-07-04,Summer
carwre,29.6295,-100.4216,Thryothorus ludovicianus,Carolina Wren,2020-07-04,Summer
carwre,33.1673,-86.8096,Thryothorus ludovicianus,Carolina Wren,2020-07-15,Summer
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-07-20,Summer
carwre,26.3757,-81.6091,Thryothorus ludovicianus,Carolina Wren,2020-01-10,Winter
carwre,40.5874,-74.2621,Thryothorus ludovicianus,Carolina Wren,2020-08-01,Summer
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-08-09,Summer
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-08-21,Summer
carwre,40.8918,-91.0756,Thryothorus ludovicianus,Carolina Wren,2020-08-23,Summer
carwre,40.8918,-91.0756,Thryothorus ludovicianus,Carolina Wren,2020-08-23,Summer
carwre,40.8918,-91.0756,Thryothorus ludovicianus,Carolina Wren,2020-08-23,Summer
carwre,35.8589,-84.0948,Thryothorus ludovicianus,Carolina Wren,2010-07-18,Summer
carwre,35.8589,-84.0948,Thryothorus ludovicianus,Carolina Wren,2010-07-20,Summer
carwre,36.067,-83.231,Thryothorus ludovicianus,Carolina Wren,2010-07-20,Summer
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-08-29,Summer
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-08-29,Summer
carwre,43.2049,-81.9621,Thryothorus ludovicianus,Carolina Wren,2020-06-29,Summer
carwre,29.7315,-95.3796,Thryothorus ludovicianus,Carolina Wren,2020-09-08,Fall
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-09-13,Fall
carwre,40.7182,-73.3543,Thryothorus ludovicianus,Carolina Wren,2020-09-25,Fall
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-09-25,Fall
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-09-25,Fall
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-10-09,Fall
carwre,42.7336,-71.5946,Thryothorus ludovicianus,Carolina Wren,2019-04-17,Spring
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-10-30,Fall
carwre,42.7134,-71.6445,Thryothorus ludovicianus,Carolina Wren,2020-10-19,Fall
carwre,31.9237,-81.0559,Thryothorus ludovicianus,Carolina Wren,2020-11-08,Fall
carwre,31.9237,-81.0559,Thryothorus ludovicianus,Carolina Wren,2020-11-10,Fall
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-12-04,Winter
carwre,42.7336,-71.5946,Thryothorus ludovicianus,Carolina Wren,2020-12-13,Winter
carwre,35.987,-87.145,Thryothorus ludovicianus,Carolina Wren,2020-12-22,Winter
carwre,37.9754,-90.8983,Thryothorus ludovicianus,Carolina Wren,2021-01-15,Winter
carwre,37.9754,-90.8983,Thryothorus ludovicianus,Carolina Wren,2021-01-15,Winter
carwre,37.9754,-90.8983,Thryothorus ludovicianus,Carolina Wren,2021-01-15,Winter
carwre,35.8589,-84.0948,Thryothorus ludovicianus,Carolina Wren,2010-09-29,Fall
carwre,35.8589,-84.0948,Thryothorus ludovicianus,Carolina Wren,2010-09-29,Fall
carwre,35.8589,-84.0948,Thryothorus ludovicianus,Carolina Wren,2010-09-29,Fall
carwre,35.8589,-84.0948,Thryothorus ludovicianus,Carolina Wren,2010-09-30,Fall
carwre,35.8589,-84.0948,Thryothorus ludovicianus,Carolina Wren,2010-09-30,Fall
carwre,20.491,-87.7315,Thryothorus ludovicianus,Carolina Wren,1989-02-23,Winter
comrav,37.3144,-122.0632,Corvus corax,Common Raven,2012-09-09,Fall
comrav,52.117,4.416,Corvus corax,Common Raven,2012-06-19,Summer
comrav,58.4167,14.2167,Corvus corax,Common Raven,2012-05-20,Spring
comrav,46.37,6.0189,Corvus corax,Common Raven,2012-09-07,Fall
comrav,20.3507,-105.2242,Corvus corax,Common Raven,2012-11-25,Fall
comrav,23.5489,-110.039,Corvus corax,Common Raven,2006-10-11,Fall
comrav,48.5304,-123.4798,Corvus corax,Common Raven,2012-12-27,Winter
comrav,31.4618,-111.1416,Corvus corax,Common Raven,2012-12-22,Winter
comrav,31.4618,-111.1416,Corvus corax,Common Raven,2012-12-22,Winter
comrav,63.2332,-149.6157,Corvus corax,Common Raven,2012-03-17,Spring
comrav,39.3968,-121.1651,Corvus corax,Common Raven,2013-02-10,Winter
comrav,41.7294,-74.8272,Corvus corax,Common Raven,2012-11-11,Fall
comrav,49.2269,19.2851,Corvus corax,Common Raven,2013-03-10,Spring
comrav,49.2269,19.2856,Corvus corax,Common Raven,2013-03-10,Spring
comrav,49.2267,19.2848,Corvus corax,Common Raven,2013-03-10,Spring
comrav,49.2268,19.2853,Corvus corax,Common Raven,2013-03-10,Spring
comrav,49.2265,19.2848,Corvus corax,Common Raven,2013-03-10,Spring
comrav,69.5778,18.6401,Corvus corax,Common Raven,2013-03-17,Spring
comrav,62.3403,5.6005,Corvus corax,Common Raven,2013-03-23,Spring
comrav,60.2513,17.1808,Corvus corax,Common Raven,2013-04-11,Spring
comrav,46.331,6.428,Corvus corax,Common Raven,2013-04-21,Spring
comrav,55.8917,-3.2433,Corvus corax,Common Raven,2013-05-10,Spring
comrav,45.7529,-70.9244,Corvus corax,Common Raven,2013-05-19,Spring
comrav,31.9045,-109.2795,Corvus corax,Common Raven,1990-07-08,Summer
comrav,31.5356,-110.7659,Corvus corax,Common Raven,2009-05-11,Spring
comrav,35.322,-83.9939,Corvus corax,Common Raven,2013-06-08,Summer
comrav,47.6994,9.434,Corvus corax,Common Raven,2011-04-10,Spring
comrav,33.697,-114.511,Corvus corax,Common Raven,2013-05-31,Spring
comrav,55.028,46.4571,Corvus corax,Common Raven,2013-06-09,Summer
comrav,52.3358,13.8119,Corvus corax,Common Raven,2013-06-30,Summer
comrav,52.3357,13.8107,Corvus corax,Common Raven,2013-07-14,Summer
comrav,47.693,9.4287,Corvus corax,Common Raven,2013-07-21,Summer
comrav,39.403,16.7088,Corvus corax,Common Raven,2013-07-25,Summer
comrav,39.4043,16.7088,Corvus corax,Common Raven,2013-07-25,Summer
comrav,62.5066,6.0439,Corvus corax,Common Raven,2013-03-21,Spring
comrav,42.7106,9.4153,Corvus corax,Common Raven,2012-03-24,Spring
comrav,57.1511,24.4338,Corvus corax,Common Raven,2013-05-19,Spring
comrav,56.1391,47.3573,Corvus corax,Common Raven,2013-09-07,Fall
comrav,63.4401,-151.6589,Corvus corax,Common Raven,2013-07-14,Summer
comrav,63.441,-150.854,Corvus corax,Common Raven,2011-06-04,Summer
comrav,69.5778,18.6401,Corvus corax,Common Raven,2013-09-29,Fall
comrav,54.284,8.8898,Corvus corax,Common Raven,2013-10-16,Fall
comrav,63.619,-151.632,Corvus corax,Common Raven,2012-08-13,Summer
comrav,44.4461,-74.1155,Corvus corax,Common Raven,2012-07-15,Summer
comrav,53.1529,20.275,Corvus corax,Common Raven,2013-11-11,Fall
comrav,62.5066,6.0439,Corvus corax,Common Raven,2013-03-22,Spring
comrav,62.37,5.673,Corvus corax,Common Raven,2013-03-23,Spring
comrav,60.8834,11.01,Corvus corax,Common Raven,2013-05-19,Spring
comrav,53.1481,20.2997,Corvus corax,Common Raven,2013-12-08,Winter
comrav,62.7293,-152.0876,Corvus corax,Common Raven,2010-07-07,Summer
comrav,48.4899,-123.344,Corvus corax,Common Raven,2010-12-17,Winter
comrav,48.386,-123.5142,Corvus corax,Common Raven,2010-12-10,Winter
comrav,48.4741,-123.3771,Corvus corax,Common Raven,2011-03-28,Spring
comrav,48.4741,-123.3771,Corvus corax,Common Raven,2011-03-28,Spring
comrav,46.1773,6.0212,Corvus corax,Common Raven,2014-01-25,Winter
comrav,51.7213,-116.5118,Corvus corax,Common Raven,1999-10-02,Fall
comrav,52.2989,13.7546,Corvus corax,Common Raven,2014-02-21,Winter
comrav,43.0599,-0.4607,Corvus corax,Common Raven,2014-02-22,Winter
comrav,42.6613,-0.5555,Corvus corax,Common Raven,2014-02-25,Winter
comrav,54.1839,9.1395,Corvus corax,Common Raven,2014-03-05,Spring
comrav,54.214,9.215,Corvus corax,Common Raven,2014-03-03,Spring
comrav,60.142,17.693,Corvus corax,Common Raven,2014-02-19,Winter
comrav,54.2444,19.8261,Corvus corax,Common Raven,2014-02-24,Winter
comrav,60.297,16.913,Corvus corax,Common Raven,2014-03-04,Spring
comrav,56.092,47.2613,Corvus corax,Common Raven,2014-03-15,Spring
comrav,37.9954,-104.3331,Corvus corax,Common Raven,2011-05-14,Spring
comrav,13.2175,-86.4615,Corvus corax,Common Raven,2014-03-18,Spring
comrav,13.2175,-86.4615,Corvus corax,Common Raven,2014-03-18,Spring
comrav,13.2175,-86.4615,Corvus corax,Common Raven,2014-03-18,Spring
comrav,51.6086,22.3369,Corvus corax,Common Raven,2014-04-06,Spring
comrav,51.3666,17.5616,Corvus corax,Common Raven,2014-04-14,Spring
comrav,51.3666,17.5616,Corvus corax,Common Raven,2014-04-14,Spring
comrav,49.537,19.2353,Corvus corax,Common Raven,2014-04-24,Spring
comrav,39.2354,25.9334,Corvus corax,Common Raven,2014-04-23,Spring
comrav,52.3329,13.808,Corvus corax,Common Raven,2014-06-22,Summer
comrav,47.677,-70.8267,Corvus corax,Common Raven,2014-06-08,Summer
comrav,52.219,-117.1827,Corvus corax,Common Raven,2014-06-10,Summer
comrav,53.3866,-117.5883,Corvus corax,Common Raven,2014-06-13,Summer
comrav,51.7099,5.6092,Corvus corax,Common Raven,2013-04-06,Spring
comrav,48.1432,19.8456,Corvus corax,Common Raven,2014-05-05,Spring
comrav,56.0796,-121.1704,Corvus corax,Common Raven,2014-06-18,Summer
comrav,63.7108,-149.0794,Corvus corax,Common Raven,2014-01-24,Winter
comrav,63.7108,-149.0794,Corvus corax,Common Raven,2014-01-24,Winter
comrav,63.7108,-149.0794,Corvus corax,Common Raven,2014-03-03,Spring
comrav,63.7108,-149.0794,Corvus corax,Common Raven,2014-03-12,Spring
comrav,67.1246,-154.3317,Corvus corax,Common Raven,2014-06-23,Summer
comrav,67.1246,-154.3317,Corvus corax,Common Raven,2014-06-27,Summer
comrav,66.9451,-155.6394,Corvus corax,Common Raven,2014-06-15,Summer
comrav,67.0098,-154.7017,Corvus corax,Common Raven,2014-07-02,Summer
comrav,37.9375,-107.8123,Corvus corax,Common Raven,2014-08-24,Summer
comrav,55.937,-130.0003,Corvus corax,Common Raven,2014-06-24,Summer
comrav,28.0015,-15.8166,Corvus corax,Common Raven,2014-09-05,Fall
comrav,58.4762,14.3726,Corvus corax,Common Raven,2014-03-16,Spring
comrav,58.2948,13.5507,Corvus corax,Common Raven,2014-07-25,Summer
comrav,51.3561,17.5431,Corvus corax,Common Raven,2014-04-13,Spring
comrav,56.002,47.291,Corvus corax,Common Raven,2014-10-12,Fall
comrav,56.002,47.291,Corvus corax,Common Raven,2014-10-12,Fall
comrav,56.002,47.291,Corvus corax,Common Raven,2014-10-12,Fall
comrav,56.0814,47.3027,Corvus corax,Common Raven,2014-11-04,Fall
comrav,31.6071,-111.041,Corvus corax,Common Raven,2014-11-16,Fall
comrav,56.092,47.2613,Corvus corax,Common Raven,2014-11-22,Fall
comrav,46.852,-92.0259,Corvus corax,Common Raven,2014-10-22,Fall
comrav,56.092,47.2613,Corvus corax,Common Raven,2014-12-12,Winter
comrav,63.7867,-151.6166,Corvus corax,Common Raven,2013-06-10,Summer
comrav,60.1116,24.4715,Corvus corax,Common Raven,2014-11-15,Fall
comrav,69.5778,18.6401,Corvus corax,Common Raven,2015-01-04,Winter
comrav,63.6296,-152.0176,Corvus corax,Common Raven,2014-06-02,Summer
comrav,63.6296,-152.0176,Corvus corax,Common Raven,2014-06-02,Summer
comrav,47.9834,-90.3694,Corvus corax,Common Raven,2014-10-19,Fall
comrav,47.9834,-90.3694,Corvus corax,Common Raven,2014-10-18,Fall
comrav,47.9834,-90.3694,Corvus corax,Common Raven,2014-10-18,Fall
comrav,46.852,-92.0259,Corvus corax,Common Raven,2014-10-13,Fall
comrav,60.5643,15.5493,Corvus corax,Common Raven,1978-10-29,Fall
comrav,67.4741,-162.2226,Corvus corax,Common Raven,2013-08-02,Summer
comrav,52.2241,13.8367,Corvus corax,Common Raven,2015-02-11,Winter
comrav,31.61,-111.0424,Corvus corax,Common Raven,2015-02-13,Winter
comrav,57.6323,14.1316,Corvus corax,Common Raven,2014-02-20,Winter
comrav,52.2706,13.7278,Corvus corax,Common Raven,2015-03-05,Spring
comrav,59.5355,16.4772,Corvus corax,Common Raven,2015-03-07,Spring
comrav,56.1564,48.4904,Corvus corax,Common Raven,2015-03-15,Spring
comrav,56.163,47.5325,Corvus corax,Common Raven,2015-03-15,Spring
comrav,56.1564,48.4904,Corvus corax,Common Raven,2015-03-14,Spring
comrav,41.62,1.785,Corvus corax,Common Raven,2015-02-17,Winter
comrav,60.9184,22.4384,Corvus corax,Common Raven,2008-02-18,Winter
comrav,52.393,20.5365,Corvus corax,Common Raven,2015-04-02,Spring
comrav,53.8081,24.1168,Corvus corax,Common Raven,2012-03-04,Spring
comrav,53.8081,24.1168,Corvus corax,Common Raven,2012-03-04,Spring
comrav,53.8081,24.1168,Corvus corax,Common Raven,2012-03-04,Spring
comrav,15.5336,-91.5534,Corvus corax,Common Raven,2015-01-20,Winter
comrav,15.5336,-91.5534,Corvus corax,Common Raven,2015-01-20,Winter
comrav,69.5778,18.6401,Corvus corax,Common Raven,2015-04-12,Spring
comrav,34.97,-83.4768,Corvus corax,Common Raven,2015-04-12,Spring
comrav,47.995,10.9439,Corvus corax,Common Raven,2015-04-21,Spring
comrav,47.995,10.9439,Corvus corax,Common Raven,2015-04-21,Spring
comrav,47.995,10.9439,Corvus corax,Common Raven,2015-04-21,Spring
comrav,60.6995,27.0951,Corvus corax,Common Raven,2015-02-16,Winter
comrav,60.6918,27.0647,Corvus corax,Common Raven,2015-05-03,Spring
comrav,41.9661,-71.6847,Corvus corax,Common Raven,2015-04-30,Spring
comrav,50.596,-3.727,Corvus corax,Common Raven,2015-04-15,Spring
comrav,34.8678,-118.1764,Corvus corax,Common Raven,2015-05-16,Spring
comrav,52.6514,13.4729,Corvus corax,Common Raven,2010-04-20,Spring
comrav,31.6071,-111.041,Corvus corax,Common Raven,2015-04-28,Spring
comrav,42.5108,24.2957,Corvus corax,Common Raven,2015-05-27,Spring
comrav,42.5108,24.2957,Corvus corax,Common Raven,2015-05-27,Spring
comrav,42.5108,24.2957,Corvus corax,Common Raven,2015-05-27,Spring
comrav,42.5108,24.2957,Corvus corax,Common Raven,2015-05-27,Spring
comrav,42.5108,24.2957,Corvus corax,Common Raven,2015-05-27,Spring
comrav,42.5108,24.2957,Corvus corax,Common Raven,2015-05-27,Spring
comrav,42.5108,24.2957,Corvus corax,Common Raven,2015-05-27,Spring
comrav,53.6146,-10.1973,Corvus corax,Common Raven,2015-06-07,Summer
comrav,48.3528,-69.9289,Corvus corax,Common Raven,2015-06-20,Summer
comrav,31.5718,-111.5061,Corvus corax,Common Raven,2015-05-29,Spring
comrav,45.3058,-78.8087,Corvus corax,Common Raven,2015-06-26,Summer
comrav,68.9713,22.9903,Corvus corax,Common Raven,2015-06-20,Summer
comrav,55.8697,48.0544,Corvus corax,Common Raven,2015-07-19,Summer
comrav,58.5526,-155.7781,Corvus corax,Common Raven,2010-09-15,Fall
comrav,53.378,12.8051,Corvus corax,Common Raven,2015-08-05,Summer
comrav,62.3674,-143.3518,Corvus corax,Common Raven,2015-03-26,Spring
comrav,56.0891,47.2572,Corvus corax,Common Raven,2015-06-29,Summer
comrav,58.4278,14.2273,Corvus corax,Common Raven,2008-07-19,Summer
comrav,60.2024,24.8215,Corvus corax,Common Raven,2015-09-13,Fall
comrav,52.1096,5.8618,Corvus corax,Common Raven,2015-02-10,Winter
comrav,59.9659,24.3943,Corvus corax,Common Raven,2015-09-27,Fall
comrav,59.9659,24.3943,Corvus corax,Common Raven,2015-09-27,Fall
comrav,59.9659,24.3943,Corvus corax,Common Raven,2015-09-27,Fall
comrav,29.8235,-99.5773,Corvus corax,Common Raven,2015-05-07,Spring
comrav,29.8235,-99.5773,Corvus corax,Common Raven,2015-05-07,Spring
comrav,52.6514,13.4729,Corvus corax,Common Raven,2015-04-30,Spring
comrav,52.6514,13.4729,Corvus corax,Common Raven,2012-04-20,Spring
comrav,46.5799,6.0851,Corvus corax,Common Raven,2015-08-11,Summer
comrav,46.4442,5.9754,Corvus corax,Common Raven,2015-08-17,Summer
comrav,46.4442,5.9754,Corvus corax,Common Raven,2015-08-17,Summer
comrav,27.9321,-15.6719,Corvus corax,Common Raven,2015-11-06,Fall
comrav,28.0447,-15.6959,Corvus corax,Common Raven,2015-11-07,Fall
comrav,44.491,6.2044,Corvus corax,Common Raven,2015-11-16,Fall
comrav,44.491,6.2044,Corvus corax,Common Raven,2015-11-16,Fall
comrav,36.5297,8.3114,Corvus corax,Common Raven,2015-11-13,Fall
comrav,36.0508,-112.1189,Corvus corax,Common Raven,2015-05-05,Spring
comrav,36.0508,-112.1189,Corvus corax,Common Raven,2015-05-05,Spring
comrav,32.8765,-108.2218,Corvus corax,Common Raven,2015-12-10,Winter
comrav,40.375,-105.1038,Corvus corax,Common Raven,2015-12-14,Winter
comrav,38.6648,-9.168,Corvus corax,Common Raven,2015-10-12,Fall
comrav,38.6648,-9.168,Corvus corax,Common Raven,2015-10-12,Fall
comrav,51.3752,0.9401,Corvus corax,Common Raven,2016-01-17,Winter
comrav,34.5732,-117.9729,Corvus corax,Common Raven,2016-01-16,Winter
comrav,40.4585,-105.085,Corvus corax,Common Raven,2016-01-01,Winter
comrav,32.7765,-116.4505,Corvus corax,Common Raven,2015-04-08,Spring
comrav,41.4922,-7.498,Corvus corax,Common Raven,2016-02-29,Winter
comrav,34.506,-118.6143,Corvus corax,Common Raven,2016-03-12,Spring
comrav,34.506,-118.6143,Corvus corax,Common Raven,2016-03-12,Spring
comrav,34.506,-118.6143,Corvus corax,Common Raven,2016-03-12,Spring
comrav,34.506,-118.6143,Corvus corax,Common Raven,2016-03-12,Spring
comrav,34.506,-118.6143,Corvus corax,Common Raven,2016-03-12,Spring
comrav,34.506,-118.6143,Corvus corax,Common Raven,2016-03-12,Spring
comrav,34.506,-118.6143,Corvus corax,Common Raven,2016-03-12,Spring
comrav,52.4181,20.604,Corvus corax,Common Raven,2016-03-15,Spring
comrav,35.1617,-119.8244,Corvus corax,Common Raven,2016-03-12,Spring
comrav,52.3948,20.5319,Corvus corax,Common Raven,2016-03-06,Spring
comrav,52.3948,20.5319,Corvus corax,Common Raven,2016-03-06,Spring
comrav,37.3629,-5.2286,Corvus corax,Common Raven,2016-03-17,Spring
comrav,36.2986,22.998,Corvus corax,Common Raven,2016-02-10,Winter
comrav,47.5146,10.9821,Corvus corax,Common Raven,2016-03-30,Spring
comrav,53.06,11.471,Corvus corax,Common Raven,2016-05-04,Spring
comrav,53.049,11.429,Corvus corax,Common Raven,2016-05-06,Spring
comrav,37.3629,-5.2286,Corvus corax,Common Raven,2016-05-20,Spring
comrav,59.5347,16.8445,Corvus corax,Common Raven,2016-06-05,Summer
comrav,36.9835,-110.1118,Corvus corax,Common Raven,2016-07-08,Summer
comrav,52.1642,14.0964,Corvus corax,Common Raven,2016-07-23,Summer
comrav,52.6135,13.2825,Corvus corax,Common Raven,2016-06-05,Summer
comrav,44.6967,34.3473,Corvus corax,Common Raven,2016-08-06,Summer
comrav,58.9492,17.6561,Corvus corax,Common Raven,2016-03-24,Spring
comrav,58.9492,17.6561,Corvus corax,Common Raven,2016-03-24,Spring
comrav,40.7857,-3.9788,Corvus corax,Common Raven,2016-08-14,Summer
comrav,28.6077,-13.9069,Corvus corax,Common Raven,2016-04-18,Spring
comrav,55.3968,-123.2112,Corvus corax,Common Raven,2016-09-15,Fall
comrav,45.2618,-111.308,Corvus corax,Common Raven,2016-07-28,Summer
comrav,27.5288,-107.8318,Corvus corax,Common Raven,2013-08-12,Summer
comrav,42.8037,13.5691,Corvus corax,Common Raven,2016-10-16,Fall
comrav,48.9393,-119.7946,Corvus corax,Common Raven,2015-09-15,Fall
comrav,28.957,-113.5524,Corvus corax,Common Raven,2016-10-20,Fall
comrav,50.4832,14.5398,Corvus corax,Common Raven,2016-10-29,Fall
comrav,40.3268,-7.5704,Corvus corax,Common Raven,2013-04-20,Spring
comrav,58.7098,14.6201,Corvus corax,Common Raven,2016-03-13,Spring
comrav,54.7983,-8.042,Corvus corax,Common Raven,2016-12-14,Winter
comrav,28.0482,-14.3604,Corvus corax,Common Raven,2011-01-06,Winter
comrav,62.3756,25.9392,Corvus corax,Common Raven,2015-03-22,Spring
comrav,60.7432,21.7574,Corvus corax,Common Raven,2011-06-20,Summer
comrav,40.5418,-105.0749,Corvus corax,Common Raven,2016-11-19,Fall
comrav,28.2667,-16.7523,Corvus corax,Common Raven,2016-12-27,Winter
comrav,28.2667,-16.7523,Corvus corax,Common Raven,2016-12-27,Winter
comrav,37.5964,-120.0039,Corvus corax,Common Raven,2016-08-26,Summer
comrav,37.5964,-120.0039,Corvus corax,Common Raven,2016-08-26,Summer
comrav,37.7383,-8.0277,Corvus corax,Common Raven,2016-12-26,Winter
comrav,40.5162,-105.1587,Corvus corax,Common Raven,2017-01-04,Winter
comrav,52.2354,13.8803,Corvus corax,Common Raven,2017-02-04,Winter
comrav,46.99,7.2528,Corvus corax,Common Raven,2017-02-20,Winter
comrav,42.4797,24.3179,Corvus corax,Common Raven,2016-10-29,Fall
comrav,42.5063,24.3431,Corvus corax,Common Raven,2016-12-20,Winter
comrav,42.4974,24.2848,Corvus corax,Common Raven,2016-11-01,Fall
comrav,42.4993,24.3878,Corvus corax,Common Raven,2016-10-23,Fall
comrav,42.5108,24.2957,Corvus corax,Common Raven,2016-05-17,Spring
comrav,42.5108,24.2957,Corvus corax,Common Raven,2016-05-17,Spring
comrav,42.5108,24.2957,Corvus corax,Common Raven,2016-05-17,Spring
comrav,42.5108,24.2957,Corvus corax,Common Raven,2016-05-17,Spring
comrav,42.5108,24.2957,Corvus corax,Common Raven,2017-05-07,Spring
comrav,42.5108,24.2957,Corvus corax,Common Raven,2016-04-25,Spring
comrav,54.156,-2.935,Corvus corax,Common Raven,2017-03-02,Spring
comrav,34.0189,-119.6839,Corvus corax,Common Raven,2017-02-12,Winter
comrav,69.542,18.444,Corvus corax,Common Raven,2017-03-19,Spring
comrav,69.6127,18.48,Corvus corax,Common Raven,2017-03-24,Spring
comrav,48.6617,-112.4239,Corvus corax,Common Raven,2017-03-26,Spring
comrav,52.162,14.087,Corvus corax,Common Raven,2017-04-01,Spring
comrav,32.6809,-116.8189,Corvus corax,Common Raven,2017-02-02,Winter
comrav,28.108,-17.2427,Corvus corax,Common Raven,2017-01-17,Winter
comrav,58.7843,23.6655,Corvus corax,Common Raven,2017-04-07,Spring
comrav,41.9356,-72.1601,Corvus corax,Common Raven,2017-05-03,Spring
comrav,56.303,47.0931,Corvus corax,Common Raven,2017-04-28,Spring
comrav,52.6135,13.2825,Corvus corax,Common Raven,2017-05-14,Spring
comrav,52.3249,5.8953,Corvus corax,Common Raven,2017-04-19,Spring
comrav,52.1618,5.1203,Corvus corax,Common Raven,2017-01-17,Winter
comrav,52.1618,5.1203,Corvus corax,Common Raven,2017-01-17,Winter
comrav,52.1618,5.1203,Corvus corax,Common Raven,2016-10-25,Fall
comrav,52.1618,5.1203,Corvus corax,Common Raven,2015-10-20,Fall
comrav,52.1618,5.1203,Corvus corax,Common Raven,2015-06-16,Summer
comrav,52.0782,5.2793,Corvus corax,Common Raven,2014-11-07,Fall
comrav,52.0782,5.2793,Corvus corax,Common Raven,2014-02-08,Winter
comrav,52.3246,5.9083,Corvus corax,Common Raven,2017-06-14,Summer
comrav,39.4655,-117.6091,Corvus corax,Common Raven,2017-06-07,Summer
comrav,39.6788,-120.3144,Corvus corax,Common Raven,2000-06-13,Summer
comrav,17.8693,-97.0266,Corvus corax,Common Raven,2017-07-04,Summer
comrav,40.5298,-121.5621,Corvus corax,Common Raven,2017-07-08,Summer
comrav,40.5298,-121.5621,Corvus corax,Common Raven,2017-07-08,Summer
comrav,63.873,20.1482,Corvus corax,Common Raven,2017-08-03,Summer
comrav,64.8078,177.5713,Corvus corax,Common Raven,2017-06-20,Summer
comrav,50.074,-124.7782,Corvus corax,Common Raven,2017-08-10,Summer
comrav,49.6597,-125.0445,Corvus corax,Common Raven,2017-08-06,Summer
comrav,65.6541,-18.1203,Corvus corax,Common Raven,2017-08-08,Summer
comrav,65.6541,-18.1203,Corvus corax,Common Raven,2017-08-08,Summer
comrav,42.6231,-73.1758,Corvus corax,Common Raven,2017-08-17,Summer
comrav,48.2247,11.154,Corvus corax,Common Raven,2017-08-12,Summer
comrav,64.1378,20.0755,Corvus corax,Common Raven,2017-08-23,Summer
comrav,64.1378,20.0755,Corvus corax,Common Raven,2017-08-23,Summer
comrav,17.8693,-97.0266,Corvus corax,Common Raven,2017-08-26,Summer
comrav,58.3045,26.7942,Corvus corax,Common Raven,2017-09-06,Fall
comrav,52.2362,13.8794,Corvus corax,Common Raven,2017-09-09,Fall
comrav,50.9619,-118.1997,Corvus corax,Common Raven,2017-08-29,Summer
comrav,43.0151,-0.9607,Corvus corax,Common Raven,2017-08-12,Summer
comrav,43.0151,-0.9607,Corvus corax,Common Raven,2017-08-12,Summer
comrav,64.1378,20.0755,Corvus corax,Common Raven,2017-10-12,Fall
comrav,64.1378,20.0755,Corvus corax,Common Raven,2017-10-12,Fall
comrav,35.9833,-118.4232,Corvus corax,Common Raven,2017-09-15,Fall
comrav,37.7289,-119.5745,Corvus corax,Common Raven,2017-09-19,Fall
comrav,42.3544,0.1121,Corvus corax,Common Raven,2017-04-27,Spring
comrav,42.3544,0.1121,Corvus corax,Common Raven,2017-04-27,Spring
comrav,42.3544,0.1121,Corvus corax,Common Raven,2017-04-27,Spring
comrav,42.3544,0.1121,Corvus corax,Common Raven,2017-04-27,Spring
